1106.7297120665933,1103.83220838524,1105.2139830536057,1096.5016295011192,1104.6596409583726,1260.2927887138583,1253.198507780049,1251.4778010287566,1234.1619694331846,1227.4197588068032,1101.21334220194,1106.7886033111931,1106.2461507980515,1103.2498062080297,1143.1995783611444,1087.6286916347606,1085.2843939668571,1086.3832373865866,1084.4513840277311,1087.649871092304,1088.554429846863,1086.3830106236717,1085.8479836691447,1087.155783606083,1083.3919308475004
1148.752857336036,1154.3262263075894,1150.2539943439035,1132.6224882882834,1133.349912271447,1148.737344794131,1183.9588111498604,1137.3506457552485,1121.895172672274,1129.136081305576,1117.5630036148082,1092.2124353547051,1111.942727972919,1109.0641293609388,1103.6378728038835,1302.1189442810075,1293.606653713766,1344.3872135964652,1371.1300784191778,1362.2011791573213,1081.0657580173915,1087.1792850305264,1078.389643744468,1083.26529216734,1083.1825018713773
1086.4075071906398,1083.9116762171673,1085.1451972726709,1085.5323215124874,1085.105883820693,1288.4766495783474,1282.7680610267246,1289.8393461816422,1288.1818695913132,1297.5835517851067,1085.6092641932173,1081.4061048596907,1082.9838326301242,1082.7352230532197,1082.6102184752172,1250.2906437302324,1278.8523027031804,1263.73457029561,1267.389318772381,1263.072872263142,1265.6624710297497,1255.1568301493708,1256.1166035469425,1257.0138331472965,1249.6680796365292
1211.7180731939172,1226.1842431620028,1196.4860983598558,1212.4551325000925,1225.674830745279,1173.6857120470943,1196.561672702627,1198.7995630343823,1184.4820634845817,1206.65793715389,1089.2213872111643,1100.331625133793,1099.9883603836606,1092.1489590002614,1098.125841847253,1161.7307780372314,1145.6371548918096,1173.0119532707997,1164.5696725629011,1170.9711017748796,1130.6891057851492,1157.3549643006627,1151.167151796101,1137.3514114153045,1149.9859730148567
1413.1942756140365,1418.6515155871336,1497.0074161082425,1480.353953185584,1502.573478597184,1137.7651149157232,1126.7026988710347,1111.4373015848223,1141.992927995655,1115.4294971488714,1109.6970577180095,1097.8613481337457,1120.0115152586159,1126.7638344485638,1124.495099079156,1082.6254760447193,1079.4558108609817,1078.5276821095335,1084.5556274049952,1079.5699113539501,1081.8098254627637,1090.244620167289,1087.5065960402426,1079.0176981410211,1085.0651985009551
1083.021996545797,1085.7070347175734,1093.0830758479049,1081.889082999799,1083.797140828786,1203.74668071079,1229.5617005203067,1270.948951711902,1211.3470993231558,1195.989180174815,1106.7941665412313,1116.8236395983295,1097.1432441886486,1107.4585442325497,1108.342593473943,1125.5123154102778,1096.92438361164,1143.7994224850374,1124.4099772653362,1129.964006072054,1365.1576655499825,1301.3707360982542,1464.4970679354383,1365.493510012036,1368.782214348172
1092.084029178767,1097.12285067617,1098.9928916539272,1090.796003098724,1086.629868171387,1303.0846705667777,1301.316959606802,1269.5706266706723,1309.9335161999354,1317.936189611964,1327.8724692585654,1307.9808152739101,1324.2136656480588,1341.3091119816713,1342.0847620542202,1098.6593936377378,1092.1256537792592,1098.0397298264857,1101.6574524041298,1107.0139158421457,1078.2760742383734,1079.7605022222535,1080.2811412614967,1078.1891433830212,1078.3834019928534
1295.0407754037371,1292.1463616188134,1315.457533529265,1234.344100705508,1292.4227627324178,1145.873940623473,1152.024105426727,1187.9295677174014,1134.5832579405703,1150.8272546070143,1136.7737636949487,1134.1391322823958,1160.8436038027526,1176.6950324472496,1130.9453980564201,1137.0586718389563,1139.9371702073208,1186.3600891634387,1202.4802380051306,1134.7752976615388,1720.7102543628184,1720.2009848072657,1736.4994595345033,1511.9322305765838,1729.61199037181
1429.3798157912431,1413.7496902180783,1342.364975431014,1577.7669354467025,1449.0843415202241,1258.8255180589554,1284.9779330017427,1165.9304413118093,1234.2429354733586,1208.8760360195265,1148.4953030199072,1170.8007624430782,1164.2870423162149,1097.3885078920769,1122.9081171353685,1086.1634251616108,1094.040241330552,1108.8369269614159,1079.432558884336,1081.208605310453,1167.8711398804533,1181.9303646520032,1169.2077548310015,1165.9954913334896,1140.7709185676804
1083.7254310181938,1089.284005182625,1080.068274855746,1079.8498153544558,1082.769593716024,1363.4339901029773,1351.7725620432147,1408.0571769844996,1411.5314179516,1371.4129928610614,1258.3770359206692,1284.2952300601562,1227.563057324749,1228.0280957794116,1234.2205292451256,1659.9355563905917,1760.5603653060175,1596.7060718553316,1594.9361391046527,1634.0611840523566,1485.2983523040814,1562.9581909312292,1457.7670913901545,1457.7087576909478,1472.4304229689697
