1303.9694340163683,1603.5615714798746,1700.6041929349237,1643.0125897164842,1475.7405373556885,1449.8948888065584,1147.0542071212415,1221.8891977107232,1231.4578817772338,1254.3029551475565,1175.1850984183607,1178.185288265423,1224.1182133485202,1240.9429452334728,1313.9362780179113,1210.5592786024959,1259.3233484825785,1205.8621506071706,1192.625057006136,1224.679786160058,1205.5800865812714,1268.4768494294415,1186.0356873865758,1200.6173610133014,1217.588593164307,1185.3641596754642,1190.5229557029274,1183.6017395502693,1208.8902319114636,1181.7138064780943,1353.1397126703678,1358.478426295561,1429.4774194269655,1324.6469685702373,1392.2449722940848,1321.0145614749906
1178.6282444770368,1104.4781885974774,1134.4275997778927,1202.2710896979563,1164.263968562842,1130.6531800134064,1152.913480564951,1224.8592022868174,1212.6240724307136,1207.7917259426097,1154.3607601547328,1165.631213902576,1153.2532776593905,1215.6086797349806,1206.6317524155595,1201.1772565876838,1149.837225120258,1160.6878921594578,1098.279792185537,1109.810903166918,1096.9561523845346,1240.564727279983,1080.7040177304978,1094.5025623599456,1233.324076332462,1188.9309918932643,1226.2665690191652,1156.42163829288,1267.5485423389464,1197.9588479295805,1290.5714863018488,1446.8977154607337,1392.3400887998853,1552.543870353775,1414.7805901742588,1370.786556520787
1149.5286569248829,1125.6258489063189,1142.2152126895257,1104.4713513063248,1102.0304214143905,1130.4437562073658,1213.4358134518532,1267.9522970288601,1172.8929411137215,1248.4661069321035,1244.8578160786826,1230.251374302654,1250.6913309399542,1216.1774067408603,1241.4397174783894,1165.6060459152352,1174.8708336963564,1215.523640220117,1184.7403985037672,1236.6062240957647,1195.4609990975412,1275.7926266115114,1303.47298158792,1216.3255196646194,1100.2829689937123,1119.77585979655,1114.6493126990324,1145.4322855747128,1167.0214431353781,1113.6989574583417,1113.2128536783941,1098.48258460555,1130.7043767865212,1095.1415812804378,1121.240441111407,1100.9337909739684
1246.8312444536036,1211.3185217770379,1167.3418735262298,1303.1399049066113,1188.4085492088172,1207.9067767796148,1219.9887685574772,1184.9851778929046,1114.7278375341632,1202.5887306064542,1216.4973608702037,1213.7866075740096,1172.7305870614366,1143.512230765035,1220.7059236835037,1176.633790280682,1127.457077331918,1153.9058940858438,1331.8592865012968,1244.8649291589338,1238.6149242328065,1288.6631729014823,1253.3628886981235,1297.5205317218615,1162.1249965016289,1203.3247039624164,1202.5339816621206,1212.4107592267853,1225.1848605433102,1182.971467390845,1147.6607584181738,1188.1742135851275,1205.3825058004272,1187.1274120150422,1211.2505270125096,1171.2578372993141
1209.6548294234383,1207.0356620275227,1185.4806273254192,1281.7648150066823,1161.5703455076998,1170.54132014775,1139.7891475140525,1265.668207096907,1180.1447424584098,1141.485440896098,1173.9053282300529,1163.0108269924647,1221.6168064218034,1328.8648672244058,1270.1631715247029,1338.47867116816,1236.2318281485332,1204.4803398023234,1136.9033374558294,1150.8767949683438,1157.0029307929065,1159.8955350035458,1182.7515442521888,1156.9870992939714,1132.8359967779647,1192.3196542687056,1170.4199371604066,1170.3881851199847,1181.077216259581,1151.648631571227,1096.7907001869253,1081.6027377645646,1092.514523885051,1122.0606806503542,1104.5352895417495,1095.8646991353232
1250.8415898722908,1242.7384173310004,1217.9868741708847,1124.047724897777,1214.927746857646,1188.8302032635186,1263.1381852772697,1285.382847968114,1228.4095416866317,1210.251227738787,1212.289857563939,1212.7328578508755,1416.6102123587145,1486.230054474345,1291.6862713724017,1476.4741238002791,1411.7647308761834,1418.3149776594737,1289.8815466770566,1297.2076102006965,1261.5177595238001,1186.7638210102557,1232.9693605331975,1221.829622206713,1208.5941118155124,1175.0966286578425,1210.8995440104852,1117.8539293277668,1203.9555316871222,1169.056917207625,1084.1230030409495,1079.7559320931243,1093.1415398244394,1100.163307348086,1085.1319563946947,1080.579900927242
1214.0602954558103,1141.9818496482922,1174.32225427624,1203.8312311408565,1231.9101035925114,1161.532623456352,1124.3651787334131,1214.9761287649603,1144.3710794767303,1142.338503438859,1154.950284529562,1161.2198424909077,1224.6230048562672,1137.8435694378022,1225.2194357651438,1173.4709644416246,1176.7119053809815,1178.3595474261192,1150.4791035095614,1176.1311236071847,1134.682958254732,1189.524918228644,1176.5896018938438,1146.038377275133,1188.4304275779978,1178.149033886327,1149.8184055312338,1181.992667421899,1253.6649508947296,1164.5175291208939,1103.9188953067535,1155.0919716309118,1129.5198781844804,1112.1722601537858,1092.6695541580848,1125.4216845785002
1235.692071002606,1156.8653712145099,1236.7326496156854,1221.0520900290796,1150.4591386296895,1188.0386144488216,1152.3592249026078,1232.8636055386435,1160.2607453733094,1149.9171574053353,1213.973364992836,1177.9981834310827,1292.1594837076768,1192.8000895599807,1312.3237556479005,1278.5347690375859,1182.2564421399193,1234.2796991726107,1246.608017889144,1153.056579140284,1253.3989195731615,1270.1638576830587,1183.9593992335126,1205.5209412923668,1133.4585752189141,1210.0964312867418,1132.020187696799,1160.4241806058963,1220.6460052379994,1167.7063809193771,1086.1673697065012,1082.7841654093424,1087.3087922495338,1085.0766164796362,1080.0348781616506,1079.0935493555407
1151.054591412395,1135.6494698515212,1205.5309821023216,1229.5426778363778,1156.722066120156,1130.7161558300324,1210.4406863045215,1214.1925802129322,1256.5189096340239,1206.694392053589,1269.6097864390465,1232.506071982306,1260.1743800655636,1421.9801168773333,1286.8307757310495,1162.882617496758,1252.8474776762237,1297.3573378462238,1315.199648760817,1492.5703630276248,1379.9163039723555,1195.3511270872498,1307.2357994475026,1354.9862421522798,1268.0379781743816,1199.1620668991648,1396.7471139307881,1382.9290404836383,1298.3359873180495,1235.7061469690855,1270.1704953855628,1427.9124799300923,1274.6651931471738,1292.136808773102,1204.0200061296548,1263.7320877164325
1212.6617008313162,1117.5581267990397,1149.180202199532,1107.4738410602324,1147.3379714152115,1117.629453989989,1380.243330413335,1248.4679616100132,1240.356563254241,1238.191697106878,1177.2675583274322,1190.5673086436975,1328.32771210874,1206.8710674209094,1208.1325314539765,1189.094589969591,1146.5663858071675,1159.6085809543256,1197.977844405309,1146.985278215773,1130.366782402936,1159.4290612105071,1108.2363612104277,1124.935662808359,1139.0921257210023,1178.988335712562,1181.4104499111586,1218.3278747812285,1217.0524267206679,1238.7689574841477,1123.4413910153241,1083.2084120537497,1086.7685659725648,1086.5485147530626,1078.4423647289477,1081.3139657818228
