1214.633790052377,1259.4456755320796,1176.0692735386865,1169.8159255648106,1274.4315442805125,1306.4140054598213,1266.9330436076748,1249.153735815289,1175.0631379586816,1173.7770172065882,1194.4798847568711,1184.9922442219777,1079.2145838302622,1084.3081020376915,1079.7787603772338,1079.4375811878651
1237.905226032134,1175.9768635912426,1164.9877219775717,1164.5474341873798,1173.0598584816094,1192.5000161259188,1151.7478871131716,1163.6927092455603,1096.58183429387,1094.446589661378,1081.074238669947,1081.3230254521402,1545.3056245040698,1406.5398870761796,1416.2957176577145,1488.549737542227
1271.3578078653422,1245.6873442095884,1181.7232858656357,1232.541989424263,1226.7471061475926,1218.45258651707,1153.841334982273,1187.9605017225822,1090.9529296408175,1084.1278770567812,1093.5750549960692,1088.8506532075507,1089.9112074329694,1086.9669673594467,1085.9645752730391,1081.6305809809678
1251.8990390963725,1168.6486865439474,1257.8920421127007,1280.8784583047502,1197.6332692185704,1276.3281859106635,1186.3918143247483,1184.601063643535,1770.1359638402948,1691.0814255320981,1840.118463809111,1748.4926104834105,1095.0712607416506,1095.2904925380246,1093.4929149465886,1102.1666944595706
1257.9526351557734,1177.679844943093,1215.7007540251468,1230.2707911481198,1115.0655146916513,1140.0906254607385,1123.8346165563717,1120.798474397066,1079.3345299841988,1094.5968574519784,1080.065732673175,1079.4952790740167,1086.2270337128887,1079.0549682538647,1081.8179789773003,1082.478938893092
1247.571960667125,1130.351971064993,1157.871599883188,1128.7301766313235,1210.810976334337,1312.83114368846,1213.4334674082404,1264.3530437111403,1092.1261219333103,1087.7681820652551,1092.4411518509903,1101.1242187204862,1156.871072309604,1096.2507291134925,1101.0406810744441,1087.2720757150803
1170.3440238308478,1123.4612280631557,1150.4600757935739,1145.661819188031,1207.5734722849047,1285.2327823428677,1216.9009120410642,1226.3952159517391,1084.8871277978353,1084.0701466986245,1085.5041901372185,1084.2178972027903,1084.2022971606716,1079.919558292584,1080.6814875273385,1079.6589090821556
1212.94046892809,1189.6489358238011,1157.736160988685,1162.5105293951988,1177.3419163185195,1219.4418043492287,1188.521428965816,1181.905581218994,1094.9760022146997,1118.5149451196955,1110.2394618178753,1108.2687253533386,1083.1908598569341,1082.1143126193952,1079.8465971988771,1079.2696900812387
1205.436718912861,1125.1960016574076,1277.6252420462936,1257.129036633034,1173.270550509892,1263.015212407632,1217.5230336408817,1205.175990544983,1245.529309202846,1341.8563723033394,1300.8010625692589,1284.6204333587482,1103.6471300466787,1194.5508982773958,1087.3672675410512,1089.9420044410572
1308.4146676588616,1194.4760401484718,1227.5718264133307,1231.579941272616,1134.641061542402,1213.4121912216767,1159.3835441853666,1171.5592751701415,1409.1936462667902,1256.7362634048955,1315.5410092179488,1305.9602038629162,1671.7474445145092,1579.8325712136461,1555.919280241238,1585.4356199304393
1219.7179838733744,1203.9801578069248,1152.3537651317388,1160.5310689677938,1150.0440081617094,1160.6165344999206,1113.3144253339963,1109.5360071115535,1113.8334680559624,1112.610265324376,1099.5747367471442,1091.9395122201909,1236.7968193410607,1164.2039327249465,1189.5753248420517,1205.4749927485052
1240.0314930017214,1185.8932528978398,1164.072845929391,1166.7909022706062,1202.5002128545311,1226.1284308011802,1172.0272017423608,1176.3248745643039,1186.9133244206469,1311.1285509785348,1281.1814442920318,1281.2048870021606,1091.4579184848048,1096.6086419445755,1086.897168062164,1086.9838130796013
1288.1731868684303,1231.438676587729,1201.5056769541454,1185.1733881131959,1256.6984400512772,1295.6070150826813,1306.9958082072071,1337.2188006078316,1098.7551655038628,1089.1779644813616,1078.257326872865,1082.6000449498465,1199.3649867623903,1205.5825093800875,1178.3591128142361,1216.3626123285462
1231.2240525016907,1271.7483197140014,1186.3115878489548,1153.6067779466255,1412.6883937559708,1196.4298367132972,1337.2896128677774,1328.300897118387,1080.7024774145166,1114.6824515171804,1080.3226458854142,1087.917733413314,1276.7776426549515,1204.1495849159548,1212.071474181867,1178.5456955580694
1152.9027266582573,1152.4298270752151,1119.117814102563,1131.1320324197068,1305.8043241780447,1321.777837654374,1280.3644064434877,1282.7565051252477,1079.6220648667233,1081.8796118560174,1078.8229067155637,1078.2003608334076,1200.7140212899048,1211.7046345124659,1229.6755444965434,1221.6834363018565
